Event Type,Duration (hrs),Photographers,Location,Editing Level,Additional Services,Photographer Rating,Cost
Engagement,3,3,Rural,Standard,Instant Prints,3.6,2530.0
Fashion Show,4,5,Beach,Standard,Drone,4.1,4405.0
Engagement,4,3,Rural,Premium,Drone,3.8,2790.0
Fashion Show,5,2,Beach,Standard,Live Streaming,4.3,4115.0
Concert,12,2,Rural,Standard,Photo Album,4.3,4015.0
Engagement,10,1,Suburban,Advanced,Drone,4.8,3040.0
Wedding,6,4,Mountain,Basic,Live Streaming,3.9,3595.0
Concert,10,4,Mountain,Basic,None,4.2,4010.0
Sports,9,4,Beach,Advanced,Drone,4.8,4040.0
Sports,11,3,City,Basic,Instant Prints,3.9,3845.0
Fashion Show,9,5,Mountain,Standard,Instant Prints,4.0,4750.0
Fashion Show,9,4,Suburban,Standard,None,4.5,4425.0
Sports,3,4,Mountain,Standard,None,4.0,3100.0
Engagement,10,1,City,Basic,Live Streaming,5.0,3250.0
Engagement,8,4,Rural,Advanced,Photo Album,4.5,3325.0
Wedding,5,4,Suburban,Basic,Live Streaming,4.6,3530.0
Anniversary,9,4,Rural,Standard,Live Streaming,4.5,3625.0
Sports,11,2,Rural,Basic,None,4.6,3530.0
Sports,8,3,Beach,Basic,Photo Album,4.1,3605.0
Corporate,5,1,City,Advanced,Photo Album,4.8,2140.0
Concert,9,5,Mountain,Advanced,None,4.9,4145.0
Corporate,11,1,City,Basic,Photo Album,4.9,2745.0
Concert,12,4,Mountain,Advanced,None,4.3,4215.0
Birthday,5,1,City,Basic,Photo Album,4.2,1810.0
Concert,9,3,Mountain,Advanced,None,4.6,3730.0
Sports,11,3,Rural,Advanced,None,3.7,3685.0
Wedding,7,2,Beach,Advanced,Instant Prints,4.5,2975.0
Wedding,10,1,Suburban,Standard,Instant Prints,4.2,3060.0
Concert,10,5,Beach,Premium,Live Streaming,5.0,4750.0
Birthday,5,4,Suburban,Premium,Instant Prints,4.4,2370.0
Birthday,12,4,Rural,Standard,None,4.2,2910.0
Anniversary,8,3,Beach,Basic,Instant Prints,4.7,2985.0
Anniversary,11,4,Beach,Standard,Instant Prints,4.0,3450.0
Birthday,8,2,City,Standard,Drone,3.6,2380.0
Fashion Show,8,4,Beach,Basic,None,3.9,4295.0
Concert,11,3,Rural,Premium,Drone,3.9,4195.0
Concert,4,3,Rural,Advanced,Instant Prints,4.1,3355.0
Sports,6,4,City,Advanced,Instant Prints,4.9,3595.0
Concert,12,5,Mountain,Premium,Live Streaming,3.8,4890.0
Concert,12,4,Beach,Premium,Instant Prints,4.2,4360.0
Fashion Show,7,3,Mountain,Standard,None,3.6,3980.0
Engagement,6,2,Suburban,Advanced,None,4.0,2500.0
Concert,2,1,Beach,Advanced,Live Streaming,4.9,3145.0
Engagement,12,2,Rural,Premium,Instant Prints,3.6,3230.0
Wedding,3,4,Beach,Premium,None,4.9,2845.0
Anniversary,11,1,Rural,Premium,Drone,4.9,3045.0
Concert,9,5,Rural,Premium,None,4.9,4145.0
Concert,2,1,City,Advanced,None,4.1,2605.0
Concert,2,2,Suburban,Advanced,Drone,4.0,3100.0
Concert,2,2,Beach,Premium,Instant Prints,3.8,2940.0
Concert,7,2,Mountain,Basic,Photo Album,3.8,3490.0
Engagement,11,3,Rural,Standard,Photo Album,4.0,3400.0
Corporate,5,3,Rural,Advanced,Instant Prints,4.1,2455.0
Sports,5,2,City,Standard,Live Streaming,4.0,3400.0
Engagement,12,1,Suburban,Premium,Photo Album,3.6,3080.0
Anniversary,8,4,Mountain,Basic,Live Streaming,3.7,3485.0
Concert,2,1,Mountain,Advanced,Drone,3.5,2875.0
Wedding,6,5,Mountain,Basic,Photo Album,4.7,3535.0
Anniversary,7,4,City,Premium,Photo Album,3.8,3090.0
Birthday,10,2,Rural,Standard,Instant Prints,3.7,2435.0
Engagement,4,1,Suburban,Premium,Live Streaming,4.8,2640.0
Concert,4,3,Beach,Basic,Instant Prints,4.8,3390.0
Sports,7,2,Rural,Premium,Photo Album,4.7,3335.0
Fashion Show,8,1,Rural,Standard,Live Streaming,4.8,4240.0
Anniversary,11,4,Mountain,Premium,Instant Prints,4.0,3450.0
Birthday,10,3,Rural,Advanced,Photo Album,3.9,2695.0
Concert,10,5,Suburban,Standard,Photo Album,3.6,4380.0
Corporate,11,4,Suburban,Premium,Photo Album,3.6,3280.0
Engagement,5,2,Rural,Standard,Photo Album,4.9,2645.0
Corporate,4,2,Rural,Standard,Photo Album,4.1,2205.0
Wedding,7,1,Suburban,Advanced,Photo Album,3.7,2785.0
Wedding,6,2,Rural,Standard,Photo Album,4.3,2915.0
Birthday,7,4,City,Advanced,Drone,5.0,2750.0
Wedding,11,5,City,Advanced,Drone,4.8,4140.0
Concert,5,4,City,Premium,Photo Album,4.1,3705.0
Corporate,8,2,Beach,Premium,Instant Prints,3.7,2535.0
Birthday,6,2,Rural,Basic,Photo Album,4.4,2120.0
Engagement,12,4,Rural,Standard,Photo Album,4.6,3730.0
Anniversary,8,5,Rural,Premium,Live Streaming,5.0,3750.0
Wedding,11,3,Rural,Basic,None,4.3,3415.0
Corporate,2,3,Beach,Premium,None,3.8,1990.0
Anniversary,4,2,Rural,Standard,Instant Prints,4.7,2385.0
Corporate,11,2,Beach,Standard,Instant Prints,4.6,2880.0
Concert,6,4,Mountain,Standard,Photo Album,4.9,3845.0
Birthday,3,1,City,Standard,Photo Album,4.9,1645.0
Birthday,4,4,Beach,Standard,Instant Prints,4.5,2275.0
Engagement,12,4,City,Advanced,None,4.6,3530.0
Wedding,3,2,City,Premium,Photo Album,3.9,2595.0
Birthday,6,4,Mountain,Advanced,Live Streaming,4.1,2805.0
Anniversary,10,1,Mountain,Basic,Instant Prints,4.7,2785.0
Anniversary,9,2,Rural,Basic,Instant Prints,3.7,2835.0
Concert,12,2,City,Standard,None,4.5,3825.0
Fashion Show,10,4,Mountain,Advanced,Drone,3.6,4780.0
Wedding,2,5,Rural,Advanced,Instant Prints,4.0,3050.0
Engagement,9,1,Beach,Basic,None,4.9,2645.0
Anniversary,7,1,Suburban,Basic,Photo Album,3.7,2485.0
Wedding,10,5,Beach,Advanced,Instant Prints,3.5,3825.0
Sports,9,5,City,Basic,Drone,3.5,4175.0
Anniversary,5,4,Rural,Advanced,Instant Prints,3.9,2845.0
Wedding,7,3,City,Advanced,Instant Prints,4.2,3160.0
Concert,6,5,Mountain,Basic,Live Streaming,3.8,4290.0
Engagement,10,5,Suburban,Basic,Drone,4.5,3825.0
Engagement,4,1,Suburban,Basic,Instant Prints,3.9,2245.0
Anniversary,3,5,Mountain,Standard,Instant Prints,4.4,2870.0
Birthday,2,3,Mountain,Premium,Drone,3.8,1990.0
Concert,9,5,Beach,Standard,None,4.4,4120.0
Concert,9,3,Rural,Basic,Instant Prints,4.9,3895.0
Wedding,2,4,Rural,Advanced,Instant Prints,3.8,2840.0
Birthday,5,2,Rural,Advanced,Drone,3.7,2085.0
Birthday,5,2,Rural,Basic,Instant Prints,4.4,1970.0
Birthday,6,2,Rural,Basic,Live Streaming,4.2,2410.0
Engagement,7,2,Rural,Premium,None,4.1,2605.0
Concert,2,4,Suburban,Standard,Photo Album,4.4,3420.0
Birthday,7,2,Beach,Premium,Drone,4.3,2315.0
Sports,5,2,Beach,Standard,Photo Album,4.8,3140.0
Engagement,11,4,Beach,Standard,None,3.7,3385.0
Anniversary,5,2,Mountain,Advanced,None,4.9,2345.0
Wedding,12,5,City,Basic,None,3.8,3890.0
Anniversary,10,2,City,Standard,Photo Album,3.7,2985.0
Engagement,6,2,Mountain,Advanced,Photo Album,4.6,2730.0
Birthday,11,2,Beach,Advanced,Drone,4.6,2730.0
Wedding,6,5,Beach,Standard,Live Streaming,4.9,3845.0
Sports,5,5,Rural,Advanced,Live Streaming,4.1,4005.0
Corporate,10,2,Suburban,Advanced,Instant Prints,4.4,2770.0
Anniversary,6,2,Suburban,Premium,Drone,4.9,2745.0
Sports,4,3,City,Basic,Photo Album,4.0,3200.0
Anniversary,4,4,Beach,Basic,None,4.2,2610.0
Corporate,3,5,Beach,Basic,Instant Prints,3.7,2635.0
Wedding,12,2,Beach,Basic,Live Streaming,4.7,3835.0
Corporate,5,2,City,Premium,Photo Album,4.7,2335.0
Concert,3,3,Rural,Premium,None,4.1,3105.0
Wedding,7,3,Beach,Basic,Live Streaming,4.3,3515.0
Fashion Show,10,4,Rural,Standard,Drone,4.7,4835.0
Fashion Show,10,3,Mountain,Advanced,Live Streaming,4.4,4820.0
Corporate,12,1,City,Standard,None,4.8,2640.0
Wedding,4,5,Suburban,Basic,Instant Prints,4.6,3280.0
Engagement,2,3,Suburban,Standard,Live Streaming,4.9,2845.0
Anniversary,2,5,Mountain,Standard,None,4.3,2615.0
Birthday,9,1,Rural,Premium,Photo Album,3.6,2180.0
Anniversary,6,5,Rural,Premium,Instant Prints,4.7,3185.0
Fashion Show,7,1,Rural,Premium,Photo Album,4.3,3815.0
Fashion Show,2,2,City,Advanced,Photo Album,3.6,3480.0
Wedding,4,5,Suburban,Advanced,Live Streaming,4.6,3630.0
Fashion Show,8,1,Rural,Basic,Drone,4.1,4005.0
Birthday,3,4,City,Standard,Instant Prints,4.8,2190.0
Concert,9,4,Rural,Standard,Live Streaming,3.8,4390.0
Engagement,7,5,Beach,Premium,Live Streaming,4.8,3740.0
Wedding,3,3,Rural,Premium,None,4.5,2625.0
Engagement,12,1,City,Standard,None,4.2,2910.0
Anniversary,9,5,Mountain,Basic,None,4.6,3330.0
Wedding,11,4,Suburban,Premium,None,4.7,3635.0
Concert,11,5,Mountain,Basic,Live Streaming,3.7,4785.0
Birthday,12,5,Mountain,Standard,Photo Album,4.1,3305.0
Wedding,8,3,City,Premium,Drone,4.7,3435.0
Sports,11,2,Beach,Premium,Photo Album,4.2,3710.0
Birthday,8,4,Mountain,Basic,None,4.9,2545.0
Sports,10,2,Mountain,Premium,None,4.8,3440.0
Anniversary,4,2,Suburban,Advanced,Live Streaming,4.2,2710.0
Concert,3,2,Beach,Premium,Live Streaming,3.8,3390.0
Corporate,9,5,Beach,Advanced,Drone,4.9,3445.0
Fashion Show,2,1,Suburban,Basic,Photo Album,4.9,3345.0
Corporate,4,5,Beach,Basic,Photo Album,3.6,2780.0
Corporate,10,1,Suburban,Basic,Drone,3.6,2680.0
Anniversary,9,5,Mountain,Basic,Photo Album,4.5,3525.0
Fashion Show,6,3,Rural,Basic,Photo Album,3.8,4090.0
Anniversary,2,1,Mountain,Standard,None,4.1,1805.0
Fashion Show,6,2,Beach,Advanced,None,4.4,3720.0
Birthday,6,4,Suburban,Premium,Drone,4.9,2645.0
Corporate,2,5,Mountain,Premium,None,3.7,2385.0
Birthday,6,2,Mountain,Basic,Instant Prints,4.5,2075.0
Birthday,11,4,Beach,Premium,Drone,4.3,3115.0
Birthday,11,5,Suburban,Standard,Instant Prints,4.6,3180.0
Sports,8,3,Suburban,Basic,Photo Album,4.3,3615.0
Engagement,2,5,Suburban,Advanced,Instant Prints,4.9,2895.0
Engagement,12,4,City,Basic,Instant Prints,4.9,3695.0
Anniversary,6,5,Suburban,Premium,Photo Album,5.0,3250.0
Anniversary,8,5,Rural,Basic,Drone,3.8,3490.0
Sports,10,5,Mountain,Premium,Live Streaming,3.6,4480.0
Anniversary,12,4,City,Standard,Drone,3.7,3685.0
Anniversary,12,1,Mountain,Advanced,Photo Album,3.9,2995.0
Birthday,6,2,Beach,Basic,Live Streaming,4.9,2445.0
Corporate,6,3,Suburban,Basic,Live Streaming,4.6,2930.0
Anniversary,12,4,Suburban,Advanced,Instant Prints,3.8,3540.0
Engagement,12,1,City,Advanced,Drone,4.0,3200.0
Wedding,5,3,Mountain,Premium,Live Streaming,3.7,3285.0
Fashion Show,8,5,Suburban,Basic,None,4.5,4525.0
Sports,10,1,City,Advanced,Instant Prints,3.8,3340.0
Fashion Show,2,3,Mountain,Standard,Live Streaming,4.0,4000.0
Fashion Show,7,2,Suburban,Standard,Photo Album,4.4,4020.0
Concert,8,2,Suburban,Standard,Photo Album,4.8,3640.0
Sports,5,5,City,Advanced,None,3.5,3475.0
Anniversary,6,4,Suburban,Premium,Instant Prints,4.8,2990.0
Wedding,6,3,Beach,Basic,None,4.3,2915.0
Corporate,2,1,City,Premium,Drone,5.0,1950.0
Fashion Show,5,3,City,Premium,Live Streaming,3.9,4295.0
Corporate,7,5,City,Premium,Photo Album,4.0,3100.0
Engagement,6,5,City,Standard,Photo Album,3.5,3275.0
Sports,6,3,Beach,Advanced,None,4.2,3210.0
Birthday,9,3,Suburban,Premium,Photo Album,3.5,2575.0
Fashion Show,12,3,Mountain,Standard,Instant Prints,5.0,4700.0
Fashion Show,11,2,City,Premium,Live Streaming,3.7,4685.0
Wedding,5,5,City,Basic,Live Streaming,3.7,3685.0
Anniversary,9,4,Beach,Advanced,Drone,3.7,3385.0
Engagement,11,5,Mountain,Premium,Photo Album,4.4,3820.0
Birthday,7,1,Rural,Premium,Drone,3.7,2085.0
Corporate,11,1,Mountain,Premium,Live Streaming,3.6,2980.0
Birthday,8,2,Suburban,Basic,Live Streaming,4.0,2600.0
Concert,6,3,Beach,Standard,Drone,3.6,3680.0
Sports,3,4,Rural,Basic,Instant Prints,4.2,3260.0
Wedding,5,4,Beach,Standard,Photo Album,3.6,3180.0
Birthday,5,4,Beach,Standard,Drone,4.9,2545.0
Anniversary,7,5,Mountain,Basic,Live Streaming,4.2,3610.0
Birthday,11,2,Beach,Standard,None,3.6,2380.0
Anniversary,7,2,City,Premium,Live Streaming,4.1,3005.0
Anniversary,6,3,Suburban,Basic,Live Streaming,3.8,3090.0
Fashion Show,9,4,Suburban,Basic,Instant Prints,4.9,4595.0
Anniversary,10,4,City,Basic,Photo Album,3.9,3395.0
Anniversary,4,1,Rural,Standard,Drone,4.3,2315.0
Corporate,8,1,Mountain,Advanced,Live Streaming,4.3,2715.0
Concert,8,1,Suburban,Basic,Drone,4.9,3545.0
Fashion Show,8,3,Rural,Basic,Live Streaming,3.7,4585.0
Wedding,6,4,Mountain,Basic,Live Streaming,3.7,3585.0
Fashion Show,4,3,Suburban,Basic,Live Streaming,3.6,4180.0
Fashion Show,5,4,Rural,Standard,Photo Album,4.9,4245.0
Anniversary,6,2,Suburban,Standard,Photo Album,4.5,2625.0
Corporate,10,3,Rural,Standard,Drone,4.6,3130.0
Concert,9,4,Beach,Premium,Photo Album,4.9,4145.0
Concert,10,4,Suburban,Premium,Live Streaming,4.8,4540.0
Sports,5,5,Rural,Premium,Live Streaming,4.7,4035.0
Wedding,4,4,Mountain,Standard,Live Streaming,4.4,3420.0
Sports,9,5,Mountain,Premium,Instant Prints,4.6,4080.0
Sports,6,1,Suburban,Basic,None,4.5,2825.0
Corporate,6,1,Mountain,Basic,Instant Prints,3.8,2140.0
Sports,11,3,Beach,Advanced,Drone,3.5,3975.0
Engagement,12,5,Mountain,Standard,Photo Album,4.8,3940.0
Corporate,10,4,Suburban,Basic,Drone,4.6,3330.0
Birthday,11,2,Suburban,Advanced,None,4.3,2415.0
Engagement,5,3,Suburban,Premium,Instant Prints,3.6,2730.0
Birthday,10,3,Mountain,Basic,None,4.7,2535.0
Corporate,12,1,Mountain,Advanced,Instant Prints,4.3,2765.0
Corporate,3,5,City,Advanced,Instant Prints,4.6,2680.0
Wedding,3,3,Mountain,Standard,Live Streaming,4.3,3115.0
Sports,3,1,Rural,Basic,None,5.0,2550.0
Engagement,11,3,Suburban,Premium,None,3.8,3190.0
Sports,2,2,Rural,Basic,None,4.5,2625.0
Fashion Show,8,2,Suburban,Basic,Live Streaming,5.0,4450.0
Sports,10,1,Rural,Basic,Live Streaming,3.6,3680.0
Sports,8,3,Beach,Premium,Photo Album,3.6,3580.0
Engagement,12,3,Rural,Basic,Live Streaming,3.5,3775.0
Wedding,10,1,City,Premium,None,4.8,2940.0
Sports,8,1,Beach,Premium,Instant Prints,3.9,3145.0
Sports,8,2,Rural,Premium,None,3.7,3185.0
Sports,2,5,Suburban,Standard,None,4.4,3220.0
Engagement,2,5,Mountain,Standard,Photo Album,3.8,2890.0
Sports,7,5,Suburban,Premium,Drone,3.6,3980.0
Birthday,3,1,City,Advanced,Instant Prints,5.0,1600.0
Fashion Show,2,1,City,Standard,Drone,4.7,3435.0
Concert,4,1,Beach,Basic,Photo Album,4.7,3035.0
Sports,4,1,City,Basic,Photo Album,4.5,2825.0
Wedding,2,5,Rural,Advanced,None,4.0,2900.0
Birthday,5,1,Rural,Premium,Drone,4.5,1925.0
Birthday,11,1,Beach,Advanced,Instant Prints,4.9,2395.0
Fashion Show,5,2,Beach,Advanced,Photo Album,4.8,3840.0
Concert,8,1,Suburban,Advanced,Photo Album,4.9,3445.0
Sports,12,3,City,Advanced,Instant Prints,3.8,3940.0
Corporate,10,5,Mountain,Standard,Photo Album,4.7,3435.0
Engagement,12,4,City,Basic,Drone,4.4,3820.0
Anniversary,6,4,Rural,Basic,Photo Album,4.6,3030.0
Engagement,8,5,Mountain,Basic,Photo Album,4.2,3510.0
Concert,6,4,City,Advanced,Photo Album,4.3,3815.0
Corporate,2,4,Beach,Advanced,Photo Album,3.5,2375.0
Birthday,12,1,Mountain,Basic,Instant Prints,4.4,2470.0
Corporate,4,3,Mountain,Standard,Instant Prints,4.2,2360.0
Anniversary,3,3,City,Advanced,Instant Prints,4.5,2475.0
Corporate,9,4,Suburban,Premium,None,3.8,2890.0
Concert,12,3,Suburban,Standard,Instant Prints,4.7,4185.0
Engagement,9,4,Rural,Premium,Instant Prints,4.3,3365.0
Corporate,3,5,Rural,Advanced,Drone,4.0,2800.0
Corporate,9,1,Mountain,Premium,None,4.4,2320.0
Concert,3,5,Beach,Advanced,Instant Prints,4.1,3655.0
Fashion Show,10,1,Suburban,Premium,None,3.5,3875.0
Corporate,9,3,City,Premium,Drone,4.0,3000.0
Corporate,5,1,Suburban,Advanced,Instant Prints,4.6,2080.0
Fashion Show,12,3,Rural,Advanced,Instant Prints,3.7,4635.0
Wedding,9,2,City,Advanced,Live Streaming,4.5,3525.0
Anniversary,4,3,City,Basic,Drone,4.4,2720.0
Fashion Show,5,1,Beach,Basic,None,4.7,3435.0
Fashion Show,5,4,Beach,Standard,None,3.8,3990.0
Concert,10,2,Suburban,Premium,Live Streaming,4.1,4105.0
Corporate,8,5,City,Basic,None,3.6,2980.0
Wedding,4,4,Beach,Basic,Instant Prints,4.4,3070.0
Concert,8,1,Mountain,Advanced,Live Streaming,4.7,3735.0
Birthday,11,2,Beach,Basic,Drone,4.1,2705.0
Fashion Show,2,5,Mountain,Premium,Instant Prints,4.3,4065.0
Wedding,12,3,Beach,Standard,Live Streaming,4.4,4020.0
Concert,11,3,Beach,Standard,Drone,5.0,4250.0
Anniversary,9,5,Beach,Basic,Photo Album,3.7,3485.0
Fashion Show,5,2,Beach,Basic,Drone,4.0,3900.0
Birthday,7,2,Rural,Standard,Instant Prints,4.7,2185.0
Fashion Show,9,2,City,Standard,Instant Prints,3.7,4135.0
Anniversary,10,4,Suburban,Premium,Drone,3.8,3490.0
Sports,3,5,City,Advanced,Live Streaming,4.2,3810.0
Wedding,3,4,Rural,Premium,Drone,5.0,3150.0
Birthday,9,5,Beach,Advanced,None,4.6,2830.0
Anniversary,11,2,City,Standard,Instant Prints,3.6,3030.0
Sports,2,1,Beach,Advanced,Live Streaming,3.8,2890.0
Concert,5,4,Mountain,Premium,Live Streaming,3.9,3995.0
Corporate,12,3,Suburban,Basic,Drone,5.0,3350.0
Corporate,4,2,Suburban,Premium,None,4.5,2025.0
Concert,5,2,Suburban,Advanced,None,3.5,3075.0
Concert,6,5,Mountain,Basic,Photo Album,3.6,3980.0
Fashion Show,3,5,City,Premium,Instant Prints,4.0,4150.0
Anniversary,8,2,Beach,Advanced,None,4.0,2600.0
Wedding,9,1,Beach,Premium,Drone,4.6,3130.0
Anniversary,3,5,Suburban,Standard,Live Streaming,3.7,3185.0
Concert,10,4,Suburban,Advanced,Instant Prints,3.6,4130.0
Concert,6,5,Beach,Standard,Drone,3.6,4080.0
Sports,2,3,Mountain,Advanced,None,4.2,2810.0
Fashion Show,6,3,Mountain,Standard,Instant Prints,4.9,4095.0
Corporate,2,5,Suburban,Premium,Drone,3.5,2675.0
Wedding,10,5,City,Standard,Photo Album,4.4,3920.0
Sports,10,5,Rural,Basic,Instant Prints,4.7,4185.0
Engagement,11,5,City,Standard,None,4.6,3630.0
Birthday,6,5,Mountain,Basic,Photo Album,4.3,2715.0
Concert,11,1,City,Advanced,Instant Prints,3.7,3635.0
Wedding,2,3,Rural,Advanced,None,3.8,2490.0
Birthday,4,2,Rural,Advanced,Drone,4.4,2020.0
Concert,6,3,Suburban,Premium,Instant Prints,4.0,3550.0
Concert,8,3,Rural,Basic,Photo Album,4.2,3810.0
Sports,5,5,Mountain,Premium,Photo Album,3.7,3685.0
Engagement,12,1,Rural,Standard,Photo Album,3.8,3090.0
Sports,7,5,Suburban,Basic,Drone,5.0,4050.0
Engagement,8,4,Beach,Basic,Instant Prints,4.2,3260.0
Fashion Show,5,1,Rural,Standard,None,4.8,3440.0
Fashion Show,6,3,Rural,Standard,Instant Prints,4.7,4085.0
Birthday,10,4,Beach,Basic,Live Streaming,3.5,3175.0
Fashion Show,11,5,Suburban,Premium,Live Streaming,4.9,5345.0
Fashion Show,2,1,Beach,Advanced,Photo Album,4.7,3335.0
Anniversary,10,5,Suburban,Standard,Instant Prints,4.9,3595.0
Engagement,10,1,Beach,Basic,Drone,4.3,3015.0
Concert,2,5,Mountain,Premium,Photo Album,3.7,3585.0
Concert,11,3,Mountain,Premium,Instant Prints,4.2,4060.0
Fashion Show,12,4,Suburban,Basic,Photo Album,4.5,4925.0
Wedding,4,4,Mountain,Standard,Drone,4.0,3200.0
Engagement,12,5,Beach,Basic,Instant Prints,3.6,3830.0
Engagement,6,1,City,Basic,Drone,3.9,2595.0
Engagement,12,4,Suburban,Standard,Photo Album,4.1,3705.0
Wedding,8,2,Beach,Advanced,Instant Prints,4.7,3085.0
Fashion Show,4,2,Beach,Standard,Live Streaming,4.8,4040.0
Anniversary,10,2,Mountain,Basic,Instant Prints,4.5,2975.0
Sports,2,1,Suburban,Premium,Instant Prints,3.9,2545.0
Wedding,9,5,Rural,Standard,None,4.3,3615.0
Fashion Show,3,5,Mountain,Advanced,None,4.2,4010.0
Corporate,5,2,Suburban,Advanced,Photo Album,3.8,2290.0
Fashion Show,9,1,Mountain,Basic,Instant Prints,4.0,3950.0
Wedding,6,2,Mountain,Standard,Live Streaming,4.0,3200.0
Concert,12,1,Mountain,Standard,Photo Album,4.3,3815.0
Engagement,5,5,Beach,Advanced,None,4.9,3045.0
Wedding,2,2,Rural,Premium,Photo Album,4.6,2530.0
Wedding,12,2,Beach,Standard,Instant Prints,4.7,3485.0
Engagement,3,2,Beach,Advanced,Instant Prints,3.8,2340.0
Wedding,8,5,Rural,Premium,Drone,4.5,3825.0
Fashion Show,5,4,Beach,Advanced,Photo Album,4.4,4220.0
Concert,2,4,Mountain,Standard,None,4.8,3240.0
Engagement,11,1,City,Advanced,Instant Prints,4.1,2955.0
Fashion Show,10,3,City,Advanced,Photo Album,4.1,4505.0
Sports,8,5,Mountain,Standard,None,4.8,3840.0
Anniversary,11,4,Mountain,Advanced,Photo Album,3.9,3495.0
Wedding,9,1,Rural,Advanced,Live Streaming,5.0,3350.0
Corporate,4,3,Suburban,Basic,Instant Prints,4.4,2370.0
Birthday,12,2,Rural,Standard,Photo Album,4.3,2715.0
Sports,10,5,Mountain,Standard,Instant Prints,4.9,4195.0
Engagement,11,3,Suburban,Basic,Live Streaming,4.9,3745.0
Concert,8,5,Rural,Basic,Instant Prints,4.8,4190.0
Corporate,2,4,Beach,Premium,Drone,4.8,2540.0
Wedding,7,2,Beach,Basic,Live Streaming,4.6,3330.0
Concert,4,1,Mountain,Standard,Drone,4.6,3130.0
Fashion Show,6,4,City,Premium,Live Streaming,3.7,4585.0
Wedding,10,2,Mountain,Basic,Drone,3.8,3390.0
Birthday,3,2,Rural,Premium,Drone,4.8,1940.0
Engagement,7,3,City,Standard,Drone,4.8,3140.0
Corporate,9,2,Suburban,Standard,Instant Prints,4.1,2655.0
Birthday,2,3,Rural,Basic,Photo Album,4.2,1910.0
Wedding,3,5,Rural,Premium,Instant Prints,3.9,3145.0
Sports,2,2,City,Standard,Photo Album,4.1,2805.0
Sports,9,1,Beach,Premium,Drone,4.2,3410.0
Corporate,11,1,Mountain,Premium,Drone,3.7,2785.0
Fashion Show,8,5,Rural,Advanced,Live Streaming,4.7,5035.0
Sports,5,5,Mountain,Advanced,Photo Album,4.5,3725.0
Anniversary,10,5,Beach,Standard,Live Streaming,4.6,3930.0
Fashion Show,5,5,Rural,Basic,Instant Prints,4.3,4365.0
Wedding,2,1,City,Advanced,Instant Prints,4.4,2270.0
Corporate,5,2,Mountain,Basic,Instant Prints,5.0,2300.0
Wedding,3,1,Mountain,Premium,Drone,3.8,2490.0
Birthday,9,3,Beach,Standard,Instant Prints,3.8,2540.0
Wedding,12,5,Suburban,Basic,Drone,4.5,4225.0
Wedding,9,4,Rural,Standard,Photo Album,4.3,3615.0
Wedding,12,5,Mountain,Advanced,None,3.6,3880.0
Fashion Show,2,5,City,Standard,Instant Prints,4.4,4070.0
Birthday,2,4,Suburban,Premium,Drone,4.0,2200.0
Birthday,3,3,Suburban,Premium,Photo Album,4.3,2015.0
Engagement,9,5,Suburban,Standard,Instant Prints,4.0,3550.0
Wedding,9,1,Beach,Advanced,Live Streaming,4.4,3320.0
Anniversary,4,4,Mountain,Basic,Live Streaming,3.9,3095.0
Birthday,12,4,Rural,Advanced,Instant Prints,4.6,3080.0
Fashion Show,11,2,Beach,Basic,None,3.5,4175.0
Wedding,3,4,Beach,Advanced,Photo Album,4.2,3010.0
Sports,11,1,Mountain,Premium,Drone,4.7,3635.0
Wedding,10,1,City,Advanced,Drone,3.8,3190.0
Wedding,11,2,Mountain,Premium,None,4.3,3215.0
Wedding,10,5,Beach,Standard,Drone,5.0,4050.0
Sports,7,1,Rural,Advanced,None,3.6,2880.0
Fashion Show,10,3,Mountain,Basic,Live Streaming,4.3,4815.0
Fashion Show,12,4,City,Basic,Photo Album,4.4,4920.0
Birthday,12,1,Beach,Standard,Live Streaming,4.7,2835.0
Corporate,5,5,Beach,Advanced,Instant Prints,3.6,2830.0
Engagement,6,1,Rural,Advanced,None,3.8,2290.0
Anniversary,5,3,Mountain,Advanced,Drone,4.3,2815.0
Birthday,12,5,Mountain,Standard,Live Streaming,4.7,3635.0
Fashion Show,11,2,Suburban,Standard,Drone,4.8,4540.0
Concert,8,4,City,Standard,Drone,4.0,4100.0
Birthday,4,1,Rural,Basic,None,4.9,1545.0
Sports,12,3,Mountain,Standard,Instant Prints,4.8,3990.0
Concert,4,4,Beach,Premium,Live Streaming,3.6,3880.0
Concert,5,2,Rural,Advanced,Instant Prints,3.7,3235.0
Engagement,11,2,Rural,Basic,Instant Prints,3.7,3135.0
Birthday,11,3,Suburban,Basic,Drone,3.7,2885.0
Anniversary,2,3,Rural,Basic,None,4.4,2220.0
Concert,7,1,Rural,Advanced,Instant Prints,4.2,3260.0
Wedding,6,3,Rural,Premium,Live Streaming,4.1,3405.0
Engagement,12,2,City,Premium,Instant Prints,4.7,3285.0
Engagement,11,5,City,Standard,None,4.4,3620.0
Anniversary,8,4,Beach,Advanced,Live Streaming,4.7,3535.0
Engagement,12,2,Beach,Basic,Drone,3.6,3380.0
Corporate,3,2,Suburban,Advanced,Photo Album,4.7,2135.0
Wedding,11,1,Mountain,Standard,Instant Prints,4.9,3195.0
Engagement,4,4,City,Standard,None,4.4,2720.0
Fashion Show,8,3,City,Advanced,Drone,4.4,4420.0
Birthday,8,3,Beach,Advanced,Live Streaming,4.8,2840.0
